date,value
2009-01-09,9.44495122962963e-7
2009-01-10,0.0000019884107851851863
2009-01-11,0.0000028666255486419774
2009-01-12,0.0000033181604977777804
2009-01-13,0.0000038774010311111125
2009-01-14,0.000004299938322962964
2009-01-15,0.000004580446273015872
2009-01-16,0.000004678979128888888
2009-01-17,0.000004761139157860081
2009-01-18,0.00000481692512711111
2009-01-19,0.000004898721116228956
2009-01-20,0.000004962741918024692
2009-01-21,0.000004971026962962963
2009-01-22,0.000004939070361058201
2009-01-23,0.000004888176513580247
2009-01-24,0.000005207150743703703
2009-01-25,0.000005459357258736383
2009-01-26,0.000005421181071275719
2009-01-27,0.000005389639759844053
2009-01-28,0.000005398535281777777
2009-01-29,0.000005427888012416225
2009-01-30,0.000005445534082154881
2009-01-31,0.00000550703334853462
2009-02-01,0.0000055116261451851844
2009-02-02,0.000005545677679881481
2009-02-03,0.000005598141133675213
2009-02-04,0.000005609895983758573
2009-02-05,0.000005633238769100528
2009-02-06,0.0000056481151182630895
2009-02-07,0.000005673598773728393
2009-02-08,0.0000058608407893333315
2009-02-09,0.000005981802445432096
2009-02-10,0.0000060265416880987635
2009-02-11,0.000006091165038617282
2009-02-12,0.000006084537002666664
2009-02-13,0.000006076251957728393
2009-02-14,0.000006092822047604937
2009-02-15,0.000006125962227358024
2009-02-16,0.000006147503344197529
2009-02-17,0.000006164073434074073
2009-02-18,0.000006169044461037036
2009-02-19,0.000006185614550913579
2009-02-20,0.000006218754730666665
2009-02-21,0.000006256865937382715
2009-02-22,0.000006318175269925924
2009-02-23,0.000006164073434074073
2009-02-24,0.000006023227670123455
2009-02-25,0.000006038140751012344
2009-02-26,0.0000060547108408888876
2009-02-27,0.00000605968186785185
2009-02-28,0.000006023227670123456
2009-03-01,0.000006003343562271604
2009-03-02,0.000005953633292641975
2009-03-03,0.00000594037722074074
2009-03-04,0.000005900609005037037
2009-03-05,0.00000585586976237037
2009-03-06,0.000005852555744395062
2009-03-07,0.000005824386591604939
2009-03-08,0.000005812787528691359
2009-03-09,0.0000057779903399506185
2009-03-10,0.000005736565115259261
2009-03-11,0.000005703424935506174
2009-03-12,0.000005700110917530865
2009-03-13,0.000005666970737777779
2009-03-14,0.000005652057656888889
2009-03-15,0.000005650400647901235
2009-03-16,0.000005625545513086419
2009-03-17,0.000005602347387259259
2009-03-18,0.000005589091315358024
2009-03-19,0.0000055973763602962944
2009-03-20,0.0000055973763602962944
2009-03-21,0.0000054747576952098745
2009-03-22,0.000005469786668246912
2009-03-23,0.000005496298812049381
2009-03-24,0.000005469786668246913
2009-03-25,0.0000054846997491358014
2009-03-26,0.000005502926848
2009-03-27,0.000005504583856987654
2009-03-28,0.000005524467964839506
2009-03-29,0.00000552612497382716
2009-03-30,0.000005560922162567901
2009-03-31,0.000005569207207506172
2009-04-01,0.000005579149261432097
2009-04-02,0.00000559571935130864
2009-04-03,0.0000056156034591604924
2009-04-04,0.000005617260468148147
2009-04-05,0.000005638801584987652
2009-04-06,0.000005638801584987652
2009-04-07,0.000005613946450172837
2009-04-08,0.000005608975423209875
2009-04-09,0.00000559571935130864
2009-04-10,0.000005585777297382715
2009-04-11,0.000005589091315358024
2009-04-12,0.0000055973763602962944
2009-04-13,0.000005605661405234566
2009-04-14,0.000005607318414222221
2009-04-15,0.000005594062342320988
2009-04-16,0.0000056089754232098764
2009-04-17,0.000005605661405234569
2009-04-18,0.000005612289441185186
2009-04-19,0.00000561394645017284
2009-04-20,0.000005728280070320989
2009-04-21,0.000005734908106271606
2009-04-22,0.000005719995025382717
2009-04-23,0.0000056702847557530864
2009-04-24,0.000005666970737777778
2009-04-25,0.000005668627746765431
2009-04-26,0.0000056785698006913575
2009-04-27,0.0000056537146658765435
2009-04-28,0.000005655371674864198
2009-04-29,0.000005668627746765432
2009-04-30,0.000005703424935506173
2009-05-01,0.0000057150239984197535
2009-05-02,0.000005733251097283951
2009-05-03,0.000005716681007407407
2009-05-04,0.000005741536142222222
2009-05-05,0.0000057498211871604936
2009-05-06,0.0000057929034208395055
2009-05-07,0.0000058293576185679
2009-05-08,0.000005832671636543208
2009-05-09,0.000005797874447802467
2009-05-10,0.000005759763241086418
2009-05-11,0.000005759763241086418
2009-05-12,0.00000577964734893827
2009-05-13,0.0000057730193129876525
2009-05-14,0.000005797874447802467
2009-05-15,0.000005835985654518517
2009-05-16,0.000005829357618567899
2009-05-17,0.000005854212753382714
2009-05-18,0.000005840956681481479
2009-05-19,0.000005786275384888886
2009-05-20,0.00000578793239387654
2009-05-21,0.0000057199950253827136
2009-05-22,0.000005620574486123455
2009-05-23,0.000005549323099654319
2009-05-24,0.000005524467964839505
2009-05-25,0.000005509554883950616
2009-05-26,0.000005531096000790122
2009-05-27,0.000005555951135604937
2009-05-28,0.000005519496937876541
2009-05-29,0.0000054830427401481455
2009-05-30,0.000005446588542419751
2009-05-31,0.0000054051633177283934
2009-06-01,0.000005314027823407406
2009-06-02,0.000005322312868345678
2009-06-03,0.000005227863356049381
2009-06-04,0.000005113529735901234
2009-06-05,0.00000493954379219753
2009-06-06,0.000004783784947358024
2009-06-07,0.000004632997129481482
2009-06-08,0.000004639625165432099
2009-06-09,0.000004649567219358024
2009-06-10,0.00000458660087782716
2009-06-11,0.000004518663509333333
2009-06-12,0.000004477238284641974
2009-06-13,0.000004376160736395061
2009-06-14,0.000004270112161185185
2009-06-15,0.000004212116846617283
2009-06-16,0.0000041193243433086414
2009-06-17,0.000004054700992790122
2009-06-18,0.000004044758938864196
2009-06-19,0.000003990077642271604
2009-06-20,0.000003983449606320986
2009-06-21,0.000004016589786074072
2009-06-22,0.000004089498181530862
2009-06-23,0.000004049729965827158
2009-06-24,0.000004026531839999998
2009-06-25,0.000003932082327703701
2009-06-26,0.000003884029067061726
